Experiment,Time(min),Input 1 Pre,Input 2 Pre,Input 1,Input 2,Observable 1 mean,Observable 1 sd,Observable 2 mean	,Observable 2 sd,Observable 3 mean,Observable 3 sd,Observable 4 mean,Observable 4 sd
1,1190,1e-07,100,1e-07,100,9.7874e-08,9.5558e-09,32.67,3.9293,2383.9,276.58,134.48,13.445
1,1195,1e-07,100,1e-07,100,9.2254e-08,9.5558e-09,41.047,3.9293,2260,276.61,125.11,13.442
1,1200,1e-07,100,1e-07,100,1.0341e-07,9.5558e-09,37.095,3.9293,3361.5,276.64,138.51,13.439
1,1205,1e-07,100,1e-07,100,9.7293e-08,9.5558e-09,33.908,3.9293,3314.6,276.66,105.48,13.437
1,1210,1e-07,100,1e-07,100,9.5703e-08,9.5558e-09,40.028,3.9293,2662.4,276.69,127.84,13.434
1,1215,1e-07,100,1e-07,100,9.7848e-08,9.5558e-09,39.242,3.9293,2741,276.71,140.31,13.432
1,1220,1e-07,100,1e-07,100,9.0537e-08,9.5558e-09,39.308,3.9293,2745.3,276.73,142.52,13.43
1,1225,1e-07,100,1e-07,100,9.1448e-08,9.5558e-09,37.78,3.9293,2738.3,276.75,136.53,13.429
1,1230,1e-07,100,1e-07,100,1.0468e-07,9.5558e-09,38.727,3.9293,2830.3,276.77,104.49,13.427
1,1235,1e-07,100,1e-07,100,8.7128e-08,9.5558e-09,40.486,3.9293,3215.2,276.79,125.68,13.425
1,1240,1e-07,100,1e-07,100,8.7504e-08,9.5558e-09,42.163,3.9293,3063.1,276.8,120.63,13.424
1,1245,1e-07,100,1e-07,100,8.9446e-08,9.5558e-09,33.625,3.9293,2599.4,276.82,151.73,13.423
1,1250,1e-07,100,1e-07,100,9.0354e-08,9.5558e-09,31.471,3.9293,2934.8,276.83,150.22,13.422
1,1255,1e-07,100,1e-07,100,9.2105e-08,9.5558e-09,38.478,3.9293,3081.7,276.84,150.07,13.42
1,1260,1e-07,100,1e-07,100,9.9774e-08,9.5558e-09,35.401,3.9293,2551.9,276.85,153.61,13.419
1,1265,1e-07,100,1e-07,100,8.8043e-08,9.5558e-09,38.541,3.9293,2565.8,276.86,130.11,13.419
1,1270,1e-07,100,1e-07,100,7.3485e-08,9.5558e-09,43.928,3.9293,2955.6,276.87,133.98,13.418
1,1275,1e-07,100,1e-07,100,8.3414e-08,9.5558e-09,37.966,3.9293,2851,276.88,123.07,13.417
1,1280,1e-07,100,1e-07,100,9.1176e-08,9.5558e-09,35.017,3.9293,2845.6,276.89,136.43,13.416
1,1285,1e-07,100,1e-07,100,1.058e-07,9.5558e-09,37.58,3.9293,2980.4,276.9,119.93,13.415
1,1290,1e-07,100,1e-07,100,9.6838e-08,9.5558e-09,34.848,3.9293,2916.3,276.9,145.18,13.415
1,1295,1e-07,100,1e-07,100,9.6873e-08,9.5558e-09,44.517,3.9293,2603.1,276.91,139.03,13.414
1,1300,1e-07,100,1e-07,100,1.1316e-07,9.5558e-09,36.498,3.9293,2386.2,276.92,130.6,13.414
1,1305,1e-07,100,1e-07,100,1.0278e-07,9.5558e-09,35.74,3.9293,2578.1,276.92,144.82,13.413
1,1310,1e-07,100,1e-07,100,9.5407e-08,9.5558e-09,39.826,3.9293,2748.3,276.93,153.01,13.413
1,1315,1e-07,100,1e-07,100,1.001e-07,9.5558e-09,35.619,3.9293,2484.5,276.93,138.9,13.412
1,1320,1e-07,100,1e-07,100,9.4569e-08,9.5558e-09,37.248,3.9293,2870,276.94,162.07,13.412
1,1325,1e-07,100,1e-07,100,9.2646e-08,9.5558e-09,34.585,3.9293,2867.8,276.94,139.73,13.411
1,1330,1e-07,100,1e-07,100,9.9223e-08,9.5558e-09,41.558,3.9293,2812.7,276.94,128.28,13.411
1,1335,1e-07,100,1e-07,100,9.8225e-08,9.5558e-09,37.593,3.9293,2593.3,276.95,121.07,13.411
1,1340,1e-07,100,1e-07,100,9.7253e-08,9.5558e-09,37.874,3.9293,3218.2,276.95,138.77,13.411
1,1345,1e-07,100,1e-07,100,1.0168e-07,9.5558e-09,42.251,3.9293,2435.1,276.95,102.15,13.41
1,1350,1e-07,100,1e-07,100,8.8408e-08,9.5558e-09,39.798,3.9293,2983.2,276.96,127.07,13.41
1,1355,1e-07,100,1e-07,100,1.0245e-07,9.5558e-09,38.821,3.9293,2712.9,276.96,114.24,13.41
1,1360,1e-07,100,1e-07,100,1.0337e-07,9.5558e-09,36.1,3.9293,2941.9,276.96,112.51,13.41
1,1365,1e-07,100,1e-07,100,9.4839e-08,9.5558e-09,38.633,3.9293,2596.5,276.96,136.84,13.409
1,1370,1e-07,100,1e-07,100,1.1064e-07,9.5558e-09,34.322,3.9293,3054.1,276.96,130.39,13.409
1,1375,1e-07,100,1e-07,100,9.561e-08,9.5558e-09,38.765,3.9293,2771.7,276.97,123.42,13.409
1,1380,1e-07,100,1e-07,100,9.3756e-08,9.5558e-09,38.718,3.9293,2726,276.97,123.69,13.409
1,1385,1e-07,100,1e-07,100,8.9459e-08,9.5558e-09,41.035,3.9293,2815,276.97,135.62,13.409
1,1390,1e-07,100,1e-07,100,9.8658e-08,9.5558e-09,41.997,3.9293,2957.6,276.97,139.9,13.409
1,1395,1e-07,100,1e-07,100,1.0452e-07,9.5558e-09,33.358,3.9293,2402.3,276.97,118.01,13.408
1,1400,1e-07,100,1e-07,100,8.9364e-08,9.5558e-09,44.704,3.9293,3006.8,276.97,155.71,13.408
1,1405,1e-07,100,1e-07,100,8.8788e-08,9.5558e-09,40.188,3.9293,2548.3,276.97,148.05,13.408
1,1410,1e-07,100,1e-07,100,1.0151e-07,9.5558e-09,45.478,3.9293,2797.2,276.98,159.73,13.408
1,1415,1e-07,100,1e-07,100,9.7512e-08,9.5558e-09,33.054,3.9293,3154.6,276.98,138.78,13.408
1,1420,1e-07,100,1e-07,100,9.3104e-08,9.5558e-09,34.834,3.9293,3251.5,276.98,131.72,13.408
1,1425,1e-07,100,1e-07,100,8.7144e-08,9.5558e-09,44.165,3.9293,2789.9,276.98,134.91,13.408
1,1430,1e-07,100,1e-07,100,7.9334e-08,9.5558e-09,42.567,3.9293,2594.3,276.98,149.76,13.408
1,1435,1e-07,100,1e-07,100,1.0418e-07,9.5558e-09,45.052,3.9293,2310,276.98,132.09,13.408
2,0,1,1e-07,1e-07,50,1.1397,0.095558,3.8305e-08,3.9293e-09,26.222,2.6497,1489.2,143.41
2,5,1,1e-07,1e-07,50,0.14796,0.014914,2.7035,0.24965,26.842,2.6816,1461,141.52
2,10,1,1e-07,1e-07,50,0.021326,0.0023277,4.9499,0.46758,23.537,2.7683,1538.7,136.41
2,15,1,1e-07,1e-07,50,0.0040624,0.0003633,7.7924,0.65781,24.888,2.9189,1111.8,129.82
2,20,1,1e-07,1e-07,50,0.00047759,5.671e-05,8.5599,0.82388,30.921,3.1481,1193.2,123.04
2,25,1,1e-07,1e-07,50,9.8833e-05,8.8589e-06,9.2607,0.96884,36.494,3.4725,1100,116.51
2,30,1,1e-07,1e-07,50,1.2996e-05,1.3907e-06,11.102,1.0954,40.03,3.9098,1036.5,110.33
2,35,1,1e-07,1e-07,50,2.5519e-06,2.2512e-07,10.622,1.2058,37.535,4.4807,977.15,104.47
2,40,1,1e-07,1e-07,50,3.6265e-07,4.3199e-08,13.524,1.3023,43.358,5.2085,1110.9,98.902
2,45,1,1e-07,1e-07,50,1.3813e-07,1.4807e-08,13.358,1.3864,55.846,6.1206,1091,93.612
2,50,1,1e-07,1e-07,50,1.115e-07,1.0375e-08,14.497,1.4599,74.943,7.2482,861.94,88.58
2,55,1,1e-07,1e-07,50,1.0336e-07,9.6837e-09,17.334,1.5241,88.998,8.6265,809.68,83.795
2,60,1,1e-07,1e-07,50,1.0132e-07,9.5758e-09,18.203,1.58,104.07,10.295,871.33,79.25
2,65,1,1e-07,1e-07,50,8.9218e-08,9.559e-09,17.953,1.6289,141.98,12.295,674.57,74.939
2,70,1,1e-07,1e-07,50,8.9428e-08,9.5563e-09,15.398,1.6716,162,14.671,734.16,70.855
2,75,1,1e-07,1e-07,50,1.0042e-07,9.5559e-09,19.512,1.7088,192.53,17.468,709.47,66.995
2,80,1,1e-07,1e-07,50,9.331e-08,9.5558e-09,18.517,1.7413,238.74,20.728,574.27,63.352
2,85,1,1e-07,1e-07,50,9.2812e-08,9.5558e-09,18.006,1.7697,247.5,24.487,625.64,59.92
2,90,1,1e-07,0.5,50,8.6628e-08,9.5558e-09,19.14,1.7945,291.15,28.776,614.4,56.693
2,95,1,1e-07,1e-07,1e-07,0.40459,0.040322,17.388,1.8161,343.68,33.4,558.9,55.387
2,100,1,1e-07,1e-07,1e-07,0.059331,0.0062932,13.891,1.5853,365.08,37.664,425.58,53.71
2,105,1,1e-07,1e-07,1e-07,0.0093862,0.00098221,16.284,1.3839,422.26,41.502,575.92,51.201
2,110,1,1e-07,1e-07,1e-07,0.0016484,0.00015331,11.771,1.208,389.35,45.104,554.14,48.589
2,115,1,1e-07,1e-07,1e-07,0.00022636,2.3935e-05,12.02,1.0545,571.31,48.53,486.7,46.095
2,120,1,1e-07,1e-07,1e-07,3.3547e-05,3.7437e-06,8.6139,0.92054,532.86,51.8,438.16,43.765
2,125,1,1e-07,1e-07,1e-07,5.8433e-06,5.9235e-07,6.7142,0.80356,506.08,54.921,460.5,41.601
2,130,1,1e-07,1e-07,1e-07,9.4188e-07,1.0051e-07,6.8974,0.70145,650.02,57.898,337.56,39.594
2,135,1,1e-07,1e-07,1e-07,2.0576e-07,2.3752e-08,5.987,0.61232,643.76,60.735,408.07,37.735
2,140,1,1e-07,1e-07,1e-07,1.0358e-07,1.1772e-08,5.1293,0.53451,707.38,63.433,393.34,36.013
2,145,1,1e-07,1e-07,1e-07,9.2888e-08,9.9016e-09,5.2712,0.46659,639.02,65.993,334.45,34.418
2,150,1,1e-07,1e-07,1e-07,1.1022e-07,9.6098e-09,3.9441,0.4073,682.69,68.418,314.38,32.942
2,155,1,1e-07,1e-07,1e-07,1.1358e-07,9.5643e-09,2.7734,0.35555,596.79,70.706,301.21,31.575
2,160,1,1e-07,1e-07,1e-07,1.0121e-07,9.5572e-09,3.2727,0.31037,767.93,72.859,341.38,30.31
2,165,1,1e-07,1e-07,1e-07,1.0104e-07,9.556e-09,3.174,0.27093,734.91,74.876,350.86,29.14
2,170,1,1e-07,1e-07,1e-07,8.3493e-08,9.5559e-09,2.4991,0.2365,768.43,76.758,261.74,28.058
2,175,1,1e-07,1e-07,1e-07,1.0041e-07,9.5558e-09,1.8652,0.20645,612.6,78.504,285.66,27.056
2,180,1,1e-07,1e-07,1e-07,8.1714e-08,9.5558e-09,1.7528,0.18022,790.74,80.115,276.86,26.13
2,185,1,1e-07,1e-07,1e-07,9.1493e-08,9.5558e-09,1.5658,0.15732,807.67,81.591,210.88,25.274
2,190,1,1e-07,1e-07,1e-07,9.2643e-08,9.5558e-09,1.4395,0.13733,806.19,82.933,222.19,24.482
2,195,1,1e-07,1e-07,1e-07,1.005e-07,9.5558e-09,1.0627,0.11988,761.68,84.141,224.47,23.751
2,200,1,1e-07,1e-07,50,9.4646e-08,9.5558e-09,0.97611,0.10464,688.65,85.219,228.68,23.075
2,205,1,1e-07,1e-07,1e-07,7.2011e-08,9.5558e-09,3.1544,0.341,1013.2,89.554,222.96,22.448
2,210,1,1e-07,1e-07,50,7.3947e-08,9.5558e-09,2.863,0.29767,1063.5,95.834,225.21,21.859
2,215,1,1e-07,1e-07,50,1.0454e-07,9.5558e-09,5.7845,0.50949,1082.5,103.14,219.99,21.306
2,220,1,1e-07,1e-07,50,1.0303e-07,9.5558e-09,5.6071,0.6944,1377.4,111.98,231.42,20.785
2,225,1,1e-07,1e-07,50,1.1276e-07,9.5558e-09,7.0106,0.85582,1112.2,121.33,229.69,20.293
2,230,1,1e-07,1e-07,50,1.0058e-07,9.5558e-09,9.6983,0.99672,1290.4,130.71,225.92,19.829
2,235,1,1e-07,1e-07,50,9.7983e-08,9.5558e-09,9.4685,1.1197,1311.7,139.89,241.33,19.392
2,240,1,1e-07,1e-07,50,1.0693e-07,9.5558e-09,12.863,1.2271,1506.9,148.73,185.11,18.982
2,245,1,1e-07,1e-07,50,9.3086e-08,9.5558e-09,13.493,1.3208,1780.9,157.17,168.82,18.598
2,250,1,1e-07,1e-07,50,1.0509e-07,9.5558e-09,15.819,1.4026,1873.4,165.17,193.55,18.238
2,255,1,1e-07,1e-07,50,9.4206e-08,9.5558e-09,17.231,1.474,1756.7,172.71,192.63,17.901
2,260,1,1e-07,1e-07,1e-07,8.8721e-08,9.5558e-09,17.209,1.5364,1962.9,179.81,183.15,17.586
2,265,1,1e-07,1e-07,1e-07,9.4781e-08,9.5558e-09,13.592,1.3412,1909.1,186.34,182.83,17.293
2,270,1,1e-07,0.5,50,9.279e-08,9.5558e-09,10.717,1.1707,1818.4,192.23,191.39,17.019
2,275,1,1e-07,1e-07,1e-07,0.4334,0.040322,10.626,1.2716,1909.2,197.63,205.35,17.304
2,280,1,1e-07,1e-07,1e-07,0.061035,0.0062932,11.247,1.11,2188.7,202.47,173.12,17.444
2,285,1,1e-07,0.5,1e-07,0.010905,0.00098221,7.5962,0.96899,2298.7,206.7,181.55,17.269
2,290,1,1e-07,0.5,1e-07,0.51503,0.040475,8.295,0.84586,2154.1,210.34,184.1,17.512
2,295,1,1e-07,1e-07,1e-07,0.45987,0.046639,8.3874,0.73837,2451.6,213.26,193.81,17.94
2,300,1,1e-07,1e-07,1e-07,0.071515,0.0072792,5.9371,0.64455,2177,215.46,195.76,18.042
2,305,1,1e-07,1e-07,1e-07,0.012619,0.0011361,4.7798,0.56265,2277.4,217.16,213.35,17.822
2,310,1,1e-07,0.5,1e-07,0.0018317,0.00017732,4.5325,0.49115,2188.8,218.47,145.2,17.525
2,315,1,1e-07,0.5,1e-07,0.38232,0.04035,4.7358,0.42874,2524.2,219.31,165.02,17.72
2,320,1,1e-07,1e-07,1e-07,0.49919,0.04662,3.4425,0.37426,2333.9,219.43,192.02,18.111
2,325,1,1e-07,0.5,1e-07,0.074509,0.0072761,2.5247,0.3267,1774.4,218.85,159.49,18.191
2,330,1,1e-07,1e-07,1e-07,0.45907,0.041458,2.7804,0.28519,2329.8,217.75,148.87,18.381
2,335,1,1e-07,0.5,1e-07,0.06499,0.0064705,2.3426,0.24895,2022.5,216.04,180.28,18.412
2,340,1,1e-07,1e-07,1e-07,0.3447,0.041332,2.3508,0.21732,1878.5,213.89,162.5,18.587
2,345,1,1e-07,0.5,1e-07,0.049107,0.0064508,1.9627,0.1897,2152.1,211.17,183.52,18.609
2,350,1,1e-07,0.5,1e-07,0.37359,0.041329,1.8107,0.1656,2120.2,208.07,203.85,18.78
2,355,1,1e-07,0.5,1e-07,0.42977,0.046772,1.4564,0.14455,2104.2,204.36,217.72,19.127
2,360,1,1e-07,1e-07,1e-07,0.4615,0.047622,1.3331,0.12619,2081.2,200.03,222.88,19.483
2,365,1,1e-07,1e-07,1e-07,0.07104,0.0074325,0.92788,0.11015,1767.8,195.26,219.26,19.501
2,370,1,1e-07,1e-07,1e-07,0.012979,0.00116,1.1689,0.096154,1803.2,190.47,145.34,19.189
2,375,1,1e-07,1e-07,1e-07,0.0016341,0.00018106,0.77673,0.083936,1761.2,185.86,202.7,18.802
2,380,1,1e-07,0.5,1e-07,0.00030476,2.8266e-05,0.84634,0.07327,1789,181.45,196.85,18.42
2,385,1,1e-07,1e-07,1e-07,0.41338,0.040327,0.53317,0.06396,1695.5,177.01,175.01,18.636
2,390,1,1e-07,1e-07,1e-07,0.064768,0.0062939,0.6331,0.055833,1805.3,172.21,198.52,18.724
2,395,1,1e-07,1e-07,1e-07,0.0090413,0.00098232,0.51648,0.048738,1725.9,167.42,201.39,18.483
2,400,1,1e-07,1e-07,1e-07,0.0016746,0.00015332,0.37111,0.042545,1727.4,162.84,192.9,18.164
2,405,1,1e-07,1e-07,1e-07,0.00025882,2.3938e-05,0.3522,0.037139,1670.4,158.51,171.47,17.846
2,410,1,1e-07,0.5,50,3.3802e-05,3.7441e-06,0.32309,0.032419,1443.6,154.39,179.31,17.551
2,415,1,1e-07,1e-07,1e-07,0.39794,0.040323,2.7799,0.27795,1599.7,155.78,173.38,17.911
2,420,1,1e-07,1e-07,50,0.067228,0.0062933,2.5186,0.24263,1642.9,159.19,177.24,18.102
2,425,1,1e-07,1e-07,50,0.008829,0.00098223,4.5265,0.46145,1961.5,163.49,203.61,17.921
2,430,1,1e-07,1e-07,50,0.0015914,0.00015331,6.0379,0.65246,1702.4,169.16,179.53,17.646
2,435,1,1e-07,1e-07,50,0.00023001,2.3935e-05,6.0187,0.81921,1668.4,175.26,169.06,17.362
2,440,1,1e-07,1e-07,50,3.1297e-05,3.7437e-06,8.972,0.96476,1864.7,181.41,150.04,17.09
2,445,1,1e-07,1e-07,50,6.4136e-06,5.9236e-07,11.283,1.0918,1780.6,187.43,189.43,16.835
2,450,1,1e-07,1e-07,50,1.1027e-06,1.0052e-07,13.441,1.2027,1851.7,193.22,149.09,16.597
2,455,1,1e-07,1e-07,50,2.5268e-07,2.3752e-08,10.643,1.2996,1731.4,198.74,156.61,16.375
2,460,1,1e-07,1e-07,50,1.169e-07,1.1772e-08,13.274,1.3841,1923.2,203.95,151.66,16.168
2,465,1,1e-07,1e-07,1e-07,8.5881e-08,9.9017e-09,14.669,1.4578,1876.2,208.87,131.54,15.974
2,470,1,1e-07,1e-07,1e-07,9.3428e-08,9.6098e-09,12.778,1.2726,1948.7,213.38,172.17,15.794
2,475,1,1e-07,1e-07,1e-07,8.3783e-08,9.5643e-09,10.613,1.1109,1752.6,217.42,150.97,15.626
2,480,1,1e-07,0.5,1e-07,8.6548e-08,9.5572e-09,8.1979,0.96973,2179.9,221,142.49,15.47
2,485,1,1e-07,1e-07,1e-07,0.34472,0.040322,9.8918,0.84651,2355.2,224.08,147.22,15.82
2,490,1,1e-07,1e-07,1e-07,0.061237,0.0062932,6.7566,0.73894,2268.8,226.58,155.62,16.033
2,495,1,1e-07,1e-07,1e-07,0.0088367,0.00098221,6.0971,0.64504,2408,228.61,189.37,15.952
2,500,1,1e-07,0.5,1e-07,0.0013598,0.00015331,5.8135,0.56308,2371.8,230.26,133.86,15.793
2,505,1,1e-07,0.5,1e-07,0.45115,0.040346,5.4118,0.49153,2356.1,231.46,164.54,16.103
2,510,1,1e-07,1e-07,1e-07,0.42567,0.046619,4.9832,0.42907,2297.6,231.99,176.51,16.591
2,515,1,1e-07,0.5,1e-07,0.073391,0.007276,3.8066,0.37455,2280,231.87,144.41,16.77
2,520,1,1e-07,0.5,1e-07,0.40838,0.041458,2.5415,0.32695,2609.4,231.23,183.37,17.046
2,525,1,1e-07,0.5,1e-07,0.37395,0.046793,3.0424,0.28541,2495,229.91,142.31,17.467
2,530,1,1e-07,1e-07,1e-07,0.48164,0.047625,2.1089,0.24914,2426.1,227.86,173.5,17.881
2,535,1,1e-07,1e-07,1e-07,0.067055,0.007433,1.9728,0.21748,1974.5,225.19,191.37,17.972
2,540,1,1e-07,1e-07,1e-07,0.0099415,0.0011601,1.7443,0.18985,2452,222.26,176.08,17.754
2,545,1,1e-07,1e-07,1e-07,0.0017909,0.00018107,1.6617,0.16572,1991.2,219.25,158.19,17.46
2,550,1,1e-07,1e-07,1e-07,0.00026175,2.8268e-05,1.2696,0.14467,1726.6,216.2,179.05,17.167
2,555,1,1e-07,1e-07,1e-07,4.4835e-05,4.42e-06,1.3278,0.12628,1759.7,213.12,201.31,16.893
2,560,1,1e-07,0.5,1e-07,5.6098e-06,6.9791e-07,1.1165,0.11024,2351.5,210.01,172.09,16.64
2,565,1,1e-07,1e-07,1e-07,0.42164,0.040322,0.89414,0.096228,1736.3,206.63,151.47,16.927
2,570,1,1e-07,1e-07,1e-07,0.057246,0.0062932,0.82513,0.084,1906.8,202.67,179.27,17.087
2,575,1,1e-07,1e-07,1e-07,0.010063,0.00098222,0.73697,0.073327,1704.5,198.52,197.16,16.944
2,580,1,1e-07,1e-07,1e-07,0.0013375,0.00015331,0.67937,0.064009,2310.5,194.39,177.7,16.724
2,585,1,1e-07,1e-07,1e-07,0.00022433,2.3935e-05,0.51443,0.055875,1936.8,190.34,171.98,16.501
2,590,1,1e-07,1e-07,1e-07,4.1573e-05,3.7437e-06,0.59737,0.048775,1862.5,186.36,167.47,16.292
2,595,1,1e-07,1e-07,1e-07,6.198e-06,5.9235e-07,0.38983,0.042577,1795.3,182.45,172.25,16.1
2,600,1,1e-07,1e-07,1e-07,1.0915e-06,1.0052e-07,0.34027,0.037167,1646.2,178.61,181.62,15.926
2,605,1,1e-07,1e-07,1e-07,2.5924e-07,2.3752e-08,0.27311,0.032444,1747,174.83,168.53,15.767
2,610,1,1e-07,1e-07,1e-07,1.0208e-07,1.1772e-08,0.23395,0.028322,1537.6,171.11,144.54,15.624
2,615,1,1e-07,1e-07,50,1.1119e-07,9.9016e-09,0.26632,0.024723,1833.7,167.44,145.15,15.494
2,620,1,1e-07,1e-07,50,9.4885e-08,9.6098e-09,2.7181,0.27123,1729.4,169.65,135.83,15.375
2,625,1,1e-07,1e-07,50,8.8454e-08,9.5643e-09,4.9701,0.48642,1728.5,175.13,171.63,15.263
2,630,1,1e-07,1e-07,50,9.8901e-08,9.5572e-09,8.6019,0.67426,1850,181.22,126.33,15.156
2,635,1,1e-07,1e-07,50,7.6921e-08,9.556e-09,9.1742,0.83823,2171.4,187.33,140.88,15.054
2,640,1,1e-07,1e-07,50,9.6732e-08,9.5559e-09,11.73,0.98137,1875,193.27,131.26,14.957
2,645,1,1e-07,1e-07,50,9.4684e-08,9.5558e-09,12.634,1.1063,1975.2,198.93,134.4,14.864
2,650,1,1e-07,1e-07,50,1.0132e-07,9.5558e-09,12.488,1.2154,2025.6,204.28,143.58,14.777
2,655,1,1e-07,1e-07,50,8.2589e-08,9.5558e-09,12.265,1.3106,2025.9,209.31,146.38,14.693
2,660,1,1e-07,1e-07,50,1.0052e-07,9.5558e-09,15.084,1.3937,2040.1,214.03,142.66,14.614
2,665,1,1e-07,1e-07,50,8.7972e-08,9.5558e-09,16.01,1.4663,2416.7,218.42,182.34,14.54
2,670,1,1e-07,1e-07,1e-07,9.1144e-08,9.5558e-09,14.188,1.5296,2545.3,222.52,171.9,14.469
2,675,1,1e-07,1e-07,1e-07,1.0912e-07,9.5558e-09,11.651,1.3352,2193.9,226.27,111.05,14.403
2,680,1,1e-07,1e-07,1e-07,7.8522e-08,9.5558e-09,11.442,1.1656,2349.3,229.62,130.05,14.34
2,685,1,1e-07,1e-07,1e-07,9.7676e-08,9.5558e-09,9.3242,1.0175,2327.3,232.58,128.08,14.281
2,690,1,1e-07,0.5,1e-07,9.634e-08,9.5558e-09,9.6306,0.88817,2112,235.18,156.13,14.226
2,695,1,1e-07,1e-07,1e-07,0.38516,0.040322,6.7086,0.77531,2567.5,237.36,126.53,14.649
2,700,1,1e-07,1e-07,1e-07,0.066253,0.0062932,6.2658,0.67679,1918.1,239.05,163.3,14.936
2,705,1,1e-07,1e-07,1e-07,0.0095241,0.00098221,6.3346,0.59079,2796.3,240.34,155.78,14.933
2,710,1,1e-07,0.5,1e-07,0.0014239,0.00015331,5.115,0.51572,2653.6,241.31,118.02,14.85
2,715,1,1e-07,1e-07,1e-07,0.40148,0.040346,4.6637,0.45019,2300.1,241.87,165.12,15.216
2,720,1,1e-07,1e-07,50,0.070081,0.006297,3.704,0.39298,2443.5,241.89,188.34,15.453
2,725,1,1e-07,1e-07,50,0.010046,0.0009828,5.4231,0.5927,2242.9,242.23,150.68,15.407
2,730,1,1e-07,1e-07,50,0.0014041,0.0001534,8.5779,0.76703,2769.2,243.25,146.31,15.286
2,735,1,1e-07,1e-07,50,0.00024644,2.3949e-05,7.9952,0.91922,2499.9,244.59,145.35,15.153
2,740,1,1e-07,1e-07,50,3.3434e-05,3.7459e-06,10.923,1.0521,2451.6,246.07,160.47,15.026
2,745,1,1e-07,1e-07,50,5.6624e-06,5.927e-07,13.144,1.168,2500,247.61,139.04,14.908
2,750,1,1e-07,1e-07,50,8.5549e-07,1.0057e-07,15.265,1.2693,2688.5,249.15,151.82,14.798
2,755,1,1e-07,1e-07,50,2.4266e-07,2.3761e-08,13.323,1.3576,2663.5,250.66,150.6,14.696
2,760,1,1e-07,1e-07,50,1.2943e-07,1.1773e-08,14.666,1.4348,2604.1,252.13,141.02,14.602
2,765,1,1e-07,1e-07,50,9.2543e-08,9.9019e-09,15.538,1.5021,2422.8,253.54,141.97,14.514
2,770,1,1e-07,1e-07,50,8.6978e-08,9.6098e-09,14.545,1.5609,2498.9,254.88,149.76,14.433
2,775,1,1e-07,1e-07,50,9.3031e-08,9.5643e-09,15.575,1.6122,2406.6,256.15,144.92,14.359
2,780,1,1e-07,1e-07,50,9.0535e-08,9.5572e-09,15.166,1.657,2679.9,257.36,117.87,14.289
2,785,1,1e-07,1e-07,50,1.0485e-07,9.556e-09,14.323,1.6961,2422.1,258.49,159.05,14.225
2,790,1,1e-07,1e-07,50,8.4337e-08,9.5559e-09,17.099,1.7302,2694.9,259.56,121.92,14.166
2,795,1,1e-07,1e-07,50,9.572e-08,9.5558e-09,16.825,1.76,2618.8,260.56,123.57,14.111
2,800,1,1e-07,1e-07,50,1.0011e-07,9.5558e-09,20.857,1.786,2740.7,261.5,148.36,14.06
2,805,1,1e-07,1e-07,50,9.8619e-08,9.5558e-09,18.158,1.8087,2984,262.38,128.43,14.012
2,810,1,1e-07,0.5,50,1.0411e-07,9.5558e-09,19.225,1.8285,2437.9,263.2,135.48,13.968
2,815,1,1e-07,1e-07,1e-07,0.39642,0.040322,16.021,1.8458,2728.8,263.94,116.63,14.369
2,820,1,1e-07,1e-07,1e-07,0.052896,0.0062932,14.837,1.6113,3540.5,264.53,129.61,14.644
2,825,1,1e-07,1e-07,1e-07,0.01054,0.00098221,15.37,1.4065,2730.6,264.96,122.93,14.649
2,830,1,1e-07,1e-07,1e-07,0.0015014,0.00015331,9.5529,1.2278,2919.1,265.24,174.66,14.579
2,835,1,1e-07,1e-07,1e-07,0.00020137,2.3935e-05,9.7466,1.0718,2730,265.39,142.53,14.495
2,840,1,1e-07,1e-07,1e-07,3.418e-05,3.7437e-06,8.8471,0.9356,2532.7,265.4,125,14.413
2,845,1,1e-07,1e-07,1e-07,5.0777e-06,5.9235e-07,6.9897,0.81671,2201.6,265.27,136.03,14.337
2,850,1,1e-07,1e-07,1e-07,9.6446e-07,1.0051e-07,7.8262,0.71293,2551.1,264.99,147.74,14.267
2,855,1,1e-07,1e-07,1e-07,2.5529e-07,2.3752e-08,5.2639,0.62234,2184.5,264.57,166.63,14.203
2,860,1,1e-07,1e-07,1e-07,1.0091e-07,1.1772e-08,5.8347,0.54326,2231,263.99,144.15,14.143
2,865,1,1e-07,1e-07,1e-07,9.3181e-08,9.9016e-09,4.791,0.47423,2598.2,263.25,137.22,14.089
2,870,1,1e-07,1e-07,1e-07,9.5027e-08,9.6098e-09,4.5163,0.41397,2898.2,262.34,124.76,14.039
2,875,1,1e-07,1e-07,1e-07,7.4876e-08,9.5643e-09,3.8215,0.36136,2300.5,261.26,131.96,13.993
2,880,1,1e-07,1e-07,1e-07,1.0191e-07,9.5572e-09,3.3479,0.31545,2288.5,260,138.02,13.952
2,885,1,1e-07,1e-07,1e-07,1.0622e-07,9.556e-09,2.3353,0.27536,2955.4,258.56,139.04,13.914
2,890,1,1e-07,1e-07,1e-07,8.7933e-08,9.5559e-09,2.7491,0.24037,2833.8,256.93,156.27,13.88
2,895,1,1e-07,1e-07,1e-07,9.6823e-08,9.5558e-09,2.1216,0.20983,2674.5,255.11,140.73,13.848
2,900,1,1e-07,1e-07,1e-07,9.6898e-08,9.5558e-09,1.7925,0.18317,2961.2,253.09,152.33,13.82
